epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5396825671195984,0.5622323155403137,0.0010000000474974513,0.8437894582748413,0.5301204919815063,0.6984127163887024,0.5555555820465088,0.375,0.7193950414657593,0.5555555820465088,1.0
1,0.5079365372657776,0.49174854159355164,0.0010000000474974513,0.918279767036438,0.5074626803398132,0.5396825671195984,0.5555555820465088,0.574999988079071,0.7197161912918091,0.5555555820465088,1.0
2,0.5277777910232544,0.5178886651992798,0.0010000000474974513,0.8803091645240784,0.5271317958831787,0.5396825671195984,0.4444444477558136,0.699999988079071,0.7769561409950256,0.0,0.0
3,0.5,0.5053854584693909,0.0010000000474974513,0.9034074544906616,0.5,0.5476190447807312,0.4444444477558136,0.574999988079071,0.7262117266654968,0.0,0.0
4,0.44841268658638,0.4654195010662079,0.0010000000474974513,0.9399638772010803,0.45390069484710693,0.5079365372657776,0.4444444477558136,0.574999988079071,0.7306041717529297,0.0,0.0
5,0.5515872836112976,0.541225790977478,0.0010000000474974513,0.8434697985649109,0.5503876209259033,0.5634920597076416,0.4444444477558136,0.625,0.7336649298667908,0.0,0.0
6,0.4761904776096344,0.49924415349960327,0.0010000000474974513,0.9391587376594543,0.4711538553237915,0.3888888955116272,0.4444444477558136,0.699999988079071,0.7304772734642029,0.0,0.0
7,0.4960317313671112,0.5034643411636353,0.0005000000237487257,0.8835827708244324,0.49668875336647034,0.5952380895614624,0.4444444477558136,0.6499999761581421,0.7290137410163879,0.0,0.0
8,0.5753968358039856,0.5727827548980713,0.0005000000237487257,0.7549591660499573,0.5855855941772461,0.5158730149269104,0.4444444477558136,0.6000000238418579,0.7277427911758423,0.0,0.0
9,0.5357142686843872,0.5279037356376648,0.0005000000237487257,0.7883118391036987,0.5343511700630188,0.5555555820465088,0.4444444477558136,0.675000011920929,0.7288752794265747,0.0,0.0
10,0.4761904776096344,0.4800957441329956,0.0005000000237487257,0.8110771775245667,0.47580644488334656,0.4682539701461792,0.4444444477558136,0.574999988079071,0.7300201058387756,0.0,0.0
11,0.5,0.5303602814674377,0.0005000000237487257,0.7565533518791199,0.5,0.4126984179019928,0.4444444477558136,0.550000011920929,0.7255329489707947,0.0,0.0
12,0.5515872836112976,0.5263919830322266,0.0005000000237487257,0.8135934472084045,0.561904788017273,0.4682539701461792,0.4444444477558136,0.7749999761581421,0.7265728116035461,0.0,0.0
13,0.5357142686843872,0.505416989326477,0.0002500000118743628,0.8383435606956482,0.5371900796890259,0.5158730149269104,0.4444444477558136,0.6000000238418579,0.7290273904800415,0.0,0.0
14,0.5277777910232544,0.5417296290397644,0.0002500000118743628,0.7642483115196228,0.5321100950241089,0.460317462682724,0.4444444477558136,0.5,0.7304263114929199,0.0,0.0
15,0.4761904776096344,0.479938268661499,0.0002500000118743628,0.7974973917007446,0.4761904776096344,0.4761904776096344,0.4444444477558136,0.550000011920929,0.7292539477348328,0.0,0.0
16,0.4841269850730896,0.4710254371166229,0.0002500000118743628,0.8011937737464905,0.47999998927116394,0.380952388048172,0.4444444477558136,0.875,0.7286526560783386,0.0,0.0
17,0.5317460298538208,0.49647265672683716,0.0002500000118743628,0.8047063946723938,0.5317460298538208,0.5317460298538208,0.4444444477558136,0.699999988079071,0.7286974787712097,0.0,0.0
18,0.511904776096344,0.4891345202922821,0.0002500000118743628,0.8270835280418396,0.5121951103210449,0.5,0.4444444477558136,0.550000011920929,0.7289342880249023,0.0,0.0
19,0.5555555820465088,0.5572562217712402,0.0001250000059371814,0.7420592308044434,0.5530303120613098,0.579365074634552,0.4444444477558136,0.675000011920929,0.7295821309089661,0.0,0.0
20,0.4960317313671112,0.5025825500488281,0.0001250000059371814,0.7802093625068665,0.49504950642585754,0.3968254029750824,0.4444444477558136,0.675000011920929,0.7293190360069275,0.0,0.0
21,0.5634920597076416,0.567365825176239,0.0001250000059371814,0.7336453199386597,0.560606062412262,0.5873016119003296,0.4444444477558136,0.550000011920929,0.729272186756134,0.0,0.0
22,0.4801587164402008,0.48453640937805176,0.0001250000059371814,0.7789179086685181,0.48091602325439453,0.5,0.4444444477558136,0.4000000059604645,0.7291305065155029,0.0,0.0
23,0.5277777910232544,0.5258566737174988,0.0001250000059371814,0.7537728548049927,0.5299145579338074,0.4920634925365448,0.4444444477558136,0.5,0.72865229845047,0.0,0.0
24,0.4841269850730896,0.49845680594444275,0.0001250000059371814,0.7832865715026855,0.4852941036224365,0.523809552192688,0.4444444477558136,0.5,0.7282447218894958,0.0,0.0
25,0.5476190447807312,0.5478709936141968,6.25000029685907e-05,0.7355334758758545,0.5476190447807312,0.5476190447807312,0.4444444477558136,0.5,0.7281273007392883,0.0,0.0
26,0.4563491940498352,0.45190852880477905,6.25000029685907e-05,0.7760727405548096,0.45299145579338074,0.420634925365448,0.4444444477558136,0.6000000238418579,0.727786660194397,0.0,0.0
27,0.5555555820465088,0.6009700298309326,6.25000029685907e-05,0.7267173528671265,0.5507246255874634,0.60317462682724,0.4444444477558136,0.574999988079071,0.7273091077804565,0.0,0.0
28,0.5079365372657776,0.5007243752479553,6.25000029685907e-05,0.7693569660186768,0.5094339847564697,0.4285714328289032,0.4444444477558136,0.574999988079071,0.7268102765083313,0.0,0.0
